World Rank,National Rank,Name,Image URLs,Affiliation,Country,H-Index,Citations,#DBLP
530,321,Daniel Klein,https://s.research.com/images/97b156095a8b42b9e703889f71fbe93df31ae7c8-65x65.jpeg,University of California,Berkeley,77,31702,195
531,323,Peter Brusilovsky,https://s.research.com/images/3ff4df80ec6c80708f33d4d19a67f122f8c20268-65x65.jpeg,University of Pittsburgh,United States,77,32144,418
532,330,Roy H. Campbell,https://s.research.com/images/f8d9d05dacdca03b445b1f7606c9bf27968a186c-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,77,23908,373
533,329,Muriel Medard,https://s.research.com/images/e21569729e10b40d509d3c39b04b5c79a23810ed-65x65.png,MIT,United States,77,38018,524
534,328,Paramvir Bahl,https://s.research.com/images/85033016ade7cbb03f2d87d6605fbb0d700c1ae4-65x65.jpeg,Microsoft (United States),United States,77,46695,136
535,327,Jan Kautz,https://s.research.com/images/ae2d4468ce617172dfc8911b4a9958209c264a87-65x65.jpeg,Nvidia (United States),United States,77,29586,276
536,320,Stephane H. Maes,https://s.research.com/images/7035675c35861ea5629b04b53b36fd3aa9c39b03-65x65.jpeg,Hewlett-Packard (United States),United States,77,21956,201
537,21,Wolfgang Nejdl,https://s.research.com/images/bbfc5aa1a1e002defbb08369bf2d6448093ee99a-65x65.jpeg,University of Hannover,Germany,77,21355,406
538,324,Philip A. Bernstein,https://s.research.com/images/72f57147288284382ea0f6df8e3f82e8463216ba-65x65.gif,Microsoft (United States),United States,77,39411,203
539,33,Ingemar J. Cox,https://s.research.com/images/c63f173291073078a08cc83f32fc20b320bcb3f8-65x65.jpeg,University College London,United Kingdom,77,42737,230
540,325,Thomas G. Dietterich,https://s.research.com/images/3677b885b9f779608f1d9264a7952b0e564fc39f-65x65.png,Oregon State University,United States,77,47111,206
541,326,James Glass,https://s.research.com/images/b2abe8d1454d7724b4b28b0d346fc4bf2ad1bc42-65x65.jpeg,MIT,United States,77,19835,372
542,17,Gustavo Alonso,https://s.research.com/images/671505c76b8d9d7ec49e9e51b8d0d0b3b5d38d89-65x65.jpeg,ETH Zurich,Switzerland,77,20768,290
543,44,Xiang Bai,https://s.research.com/images/e8f0b2268f890a90415e5e6c25e701f300ef8e63-65x65.jpeg,Huazhong University of Science and Technology,China,77,23151,242
544,43,Dong Yu,https://s.research.com/images/3b6ba7ddc49c317f7984565086adef34c4187376-65x65.jpeg,Tencent (China),China,77,46119,281
545,331,Arthur C. Graesser,https://s.research.com/images/877d373361ab8678b271e625d036c69880de996f-65x65.jpeg,University of Memphis,United States,76,29298,322
546,332,Yaakov Bar-Shalom,https://s.research.com/images/17b083ff736339f2642675672bf096b2825db49d-65x65.jpeg,University of Connecticut,United States,76,49331,382
547,333,James Demmel,https://s.research.com/images/64842541b1cb233d5fbd717b38d80654070c9d3a-65x65.png,University of California,Berkeley,76,28985,262
548,334,Donald E. Knuth,https://s.research.com/images/34f7e6352ca857a6bef8c735b9d0f38b745bb402-65x65.jpeg,Stanford University,United States,76,55582,180
549,22,Jan Peters,https://s.research.com/images/c27eff0708b870cff7a84e1f82f457b2187bc456-65x65.jpeg,TU Darmstadt,Germany,76,26428,386
550,21,Yiyu Yao,https://s.research.com/images/2dcb0cfb7840c67ea438c2e94ace128891242116-65x65.jpeg,University of Regina,Canada,76,20043,317
551,335,Victor Lesser,https://s.research.com/images/bcfaa31756d7d59265251167286fe393e6f66a5b-65x65.jpeg,University of Massachusetts Amherst,United States,76,23258,327
552,336,Silvio Micali,https://s.research.com/images/59fba9008c9261f6d4c154e6da8af6dc61c17750-65x65.jpeg,MIT,United States,76,39117,133
553,34,David J. Hawkes,https://s.research.com/images/9117685a32d9d34b5bf928c650ca4831bb93344c-65x65.jpeg,University College London,United Kingdom,76,32653,378
554,338,Michael L. Littman,https://s.research.com/images/d83b7ec5f71ce2018fc8ce73206b8e5d3a287814-65x65.jpeg,Brown University,United States,76,37304,213
555,35,Yvonne Rogers,https://s.research.com/images/a87557f3109bf4023c3ced84d59c73e2f96c7b76-65x65.jpeg,University College London,United Kingdom,76,47963,245
556,337,René Vidal,https://s.research.com/images/4211a8f2317614e0576672236e11af9aea1c333e-65x65.jpeg,Johns Hopkins University,United States,76,24830,252
557,339,Adam Soroca,https://research.com/images/placeholder-scholar.svg,Millennial Media LLC,United States,76,20550,87
558,36,Georg Gottlob,https://s.research.com/images/a47733787a08d91b046b4656cbb02829546f468a-65x65.jpeg,University of Oxford,United Kingdom,76,26117,314
559,340,Demetri Terzopoulos,https://s.research.com/images/a99c0c36b0e13dcc98508a8f3fdb4d91c51d10d7-65x65.jpeg,University of California,Los Angeles,76,62725,239
560,342,Avrim Blum,https://s.research.com/images/5455791d3dfd872fdccbff3ea017df6256accd8a-65x65.jpeg,Toyota Technological Institute at Chicago,United States,76,37001,170
561,341,David Garlan,https://s.research.com/images/aa8e75ae2df4e2b3c650618e10c71aed3657ef6e-65x65.jpeg,Carnegie Mellon University,United States,76,38961,297
562,45,Wangmeng Zuo,https://s.research.com/images/4f80a0433a165011c74519c904e179c87e2cfe36-65x65.jpeg,Harbin Institute of Technology,China,76,26231,335
563,344,Tian He,https://s.research.com/images/fce3356f64705ac16e83800be9ae4fce2db4745c-65x65.jpeg,University of Minnesota,United States,76,28721,259
564,343,Ravi Sandhu,https://s.research.com/images/50bf1113633f48a545c31ef76a6556c687b54230-65x65.jpeg,The University of Texas at San Antonio,United States,76,41817,306
565,347,Leandros Tassiulas,https://s.research.com/images/b1264cb1b432aad00cf4afb173b76c52810601f8-65x65.jpeg,Yale University,United States,76,30729,409
566,346,B.S. Manjunath,https://s.research.com/images/3f01fb57a7ce5511c912ce712ae9b404b57c532a-65x65.jpeg,University of California,Santa Barbara,76,40701,344
567,345,Anind K. Dey,https://s.research.com/images/b779c6d58b4cd325ba6f040af91ea802188dd295-65x65.jpeg,University of Washington,United States,76,45923,271
568,46,Tao Mei,https://s.research.com/images/9eac610308d2cebdaf0994e9c4c29bd8e2f66c0b-65x65.jpeg,Jingdong (China),China,76,21013,371
569,349,Yun Fu,https://s.research.com/images/7d0a8093756330ce80d2efd60708d96dee36ecc0-65x65.jpeg,Northeastern University,United States,76,22982,406
570,47,Yong Rui,https://s.research.com/images/6110b09568c55309fc82516ed5ad5f8481dc3b1d-65x65.jpeg,Lenovo (China),China,76,24287,254
571,22,Rongxing Lu,https://s.research.com/images/5f5f00632f859ea280d109fe120dc20e798a5a2f-65x65.jpeg,University of New Brunswick,Canada,76,22605,392
572,8,Serge Abiteboul,https://s.research.com/images/549b5102b4561693a6e72d17171f4bedcb52e580-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,76,32995,198
573,351,John R. Smith,https://s.research.com/images/4705246bee95d5f59a7b1ef7dc3f4d6ec5b58e9e-65x65.jpeg,IBM (United States),United States,76,24651,326
574,1,gonzalo navarro,https://s.research.com/images/b791f56c75f53b23bb10b49e257a5f5a87eea693-65x65.png,University of Chile,Chile,76,25071,428
575,350,Chunming Qiao,https://s.research.com/images/489f213ab41b31d85525510059579eed54d08427-65x65.jpeg,University at Buffalo,State University of New York,76,22418,409
576,348,Chin-Hui Lee,https://s.research.com/images/39be4d887e5738c3c0caf91df4e10fbe3452c791-65x65.jpeg,Georgia Institute of Technology,United States,76,23806,461
577,352,Stefan Schaal,https://s.research.com/images/c58378942a7e30e3c0279d19bd8ec6332b717b25-65x65.jpeg,University of Southern California,United States,75,29335,211
578,353,Barry Smith,https://s.research.com/images/dbdce1f05b433028fd1ce6b5c7954a196eefce3f-65x65.jpeg,University at Buffalo,State University of New York,75,22767,271
579,354,Eero P. Simoncelli,https://s.research.com/images/f36d44df5b97278ad3f71303eaabc3eebd542ffc-65x65.jpeg,New York University,United States,75,76418,186
580,355,Edward R. Dougherty,https://s.research.com/images/861ac8d79594ea15c59e911a3c93ccef0780199a-65x65.jpeg,Texas A&M University,United States,75,23178,479
581,2,Heikki Mannila,https://s.research.com/images/32d9c306c16f1cf738cd44d21cb1c6e3828243fc-65x65.jpeg,Aalto University,Finland,75,37140,228
582,2,Erol Gelenbe,https://s.research.com/images/1197df8822084ae2812b099fa417f7cde0768b44-65x65.jpeg,Institute of Theoretical and Applied Informatics,Poland,75,20381,457
583,356,Louis B. Rosenberg,https://s.research.com/images/142ccd1168f9794999bce83ade24a67c4d84137f-65x65.jpeg,Unanimous AI,United States,75,25189,120
584,23,F. Richard Yu,https://s.research.com/images/baf00fc35ceb406807fa522a63429710aef0893a-65x65.jpeg,Carleton University,Canada,75,27948,437
585,359,Jaime G. Carbonell,https://s.research.com/images/ac468eafd027ba12b894aeec233e06432dc99aba-65x65.jpeg,Carnegie Mellon University,United States,75,33161,384
586,357,Barry Boehm,https://s.research.com/images/ae6be94db59b583f5b1c1e236fcb806d454d80bb-65x65.gif,University of Southern California,United States,75,58839,354
587,358,Mark A. Malamud,https://s.research.com/images/4c059c244684254b288079145d3b6355781fb126-65x65.jpeg,Microsoft (United States),United States,75,19671,553
588,360,Fan Chung,https://s.research.com/images/dcfe0abe19603c4199c82f8de5381ab16ae32aca-65x65.jpeg,University of California,San Diego,75,30217,234
589,24,Kurt Mehlhorn,https://s.research.com/images/9142c676e9c85123d69bbca245146aaf3e9fb6c4-65x65.jpeg,Max Planck Institute for Informatics,Germany,75,23618,328
590,9,Jean Ponce,https://s.research.com/images/afdab1d1f45ad002e2a01fc8404389bdd5ea107c-65x65.jpeg,École Normale Supérieure,France,75,57475,198
591,23,Patrick Baudisch,https://s.research.com/images/063d4909b9b1feb0b8c9c3a66ee51edd5dd4431a-65x65.jpeg,Hasso Plattner Institute,Germany,75,16786,185
592,48,Licheng Jiao,https://s.research.com/images/e372a880b3395051b32f4623b46a40732844e7d8-65x65.jpeg,Xidian University,China,75,26145,1099
593,362,Alan Frieze,https://s.research.com/images/f6dfa6ad1bcbcf2cca33da9e413611dff1c14b79-65x65.png,Carnegie Mellon University,United States,75,21958,388
594,361,Edward J. Delp,https://s.research.com/images/fd8fef5693d9b45c1c771df7933df13865aa8ec2-65x65.jpeg,Purdue University West Lafayette,United States,75,22748,554
595,366,Leslie Lamport,https://s.research.com/images/f3298ca016e382dfbf45d83b99c74c646df6dcff-65x65.jpeg,Microsoft (United States),United States,75,99694,169
596,37,Mark Handley,https://s.research.com/images/2ce59b487b114a9ef27da308e4c286ac08a2ee2d-65x65.jpeg,University College London,United Kingdom,75,58563,137
597,363,Eric Brewer,https://s.research.com/images/257c84fa7be123d5de05dd1aad230340ab315727-65x65.png,University of California,Berkeley,75,31225,161
598,10,Kian-Lee Tan,https://research.com/images/placeholder-scholar.svg,National University of Singapore,Singapore,75,19555,390
599,364,Andrew Fitzgibbon,https://s.research.com/images/73053be94f0ac3ea6b940cda04987288edc30299-65x65.jpeg,Microsoft (United States),United States,75,43597,201
600,365,Craig A. Knoblock,https://s.research.com/images/d8ff25f68053c94a9f8142e15ec3873a75f45130-65x65.jpeg,University of Southern California,United States,75,19365,291
601,49,Meng Wang,https://s.research.com/images/9b3eea0b65e265481208e496942939e76b24c4ab-65x65.jpeg,Hefei University of Technology,China,75,19363,354
602,368,Yang Xiao,https://s.research.com/images/7fcce32f909a8d439e5c1abb63842fd879206acc-65x65.png,University of Alabama,United States,75,21690,451
603,369,Daniel P. W. Ellis,https://s.research.com/images/2922035d80805dd68ad66465d05df335fc0da47c-65x65.jpeg,Google (United States),United States,75,24846,262
604,367,Steven Feiner,https://s.research.com/images/d46abe2d0773592c6be099b54212f3addd5b06ff-65x65.jpeg,Columbia University,United States,75,26639,256
605,370,Ellen M. Voorhees,https://s.research.com/images/fa1975fa153eab80e745dd46eb572f0e04edee94-65x65.jpeg,National Institute of Standards and Technology,United States,75,30573,155
606,371,Rajeev Rastogi,https://s.research.com/images/e4bff52a59535ffcc1b8417462bac83c17aa3efe-65x65.jpeg,Amazon (United States),United States,75,35858,219
607,372,Geoffrey B. Rhoads,https://s.research.com/images/7bfdc00848e5191e76da1bdf406f519d7e17182b-65x65.jpeg,Digimarc (United States),United States,75,25004,116
608,374,John N. Tsitsiklis,https://s.research.com/images/87874950f2679cf21db8754bd2723c45c86774d6-65x65.gif,MIT,United States,74,60146,179
609,373,Arvind Krishnamurthy,https://s.research.com/images/85bd01c12e7638ba124b65668fd7a78a247af689-65x65.png,University of Washington,United States,74,20294,188
610,10,Yonina C. Eldar,https://s.research.com/images/6fe9d5aa3ec1ac3b3286dace00cdd71f0b3386db-65x65.jpeg,Weizmann Institute of Science,Israel,74,26366,484
611,375,Andrew B. Kahng,https://s.research.com/images/9407e23977d2d35d4fa3aab9558f90c81b13f2ce-65x65.jpeg,University of California,San Diego,74,20562,313
612,18,G. De Micheli,https://s.research.com/images/c48c419bff60440c33de146fbda63323eaebad79-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,74,23815,179
613,8,Richard Hartley,https://s.research.com/images/a2eb08b356a3f29147d547f3d5d8926637248b6e-65x65.jpeg,Australian National University,Australia,74,68201,283
614,376,Walid Saad,https://s.research.com/images/6f95849ad512ab782e4e8479eff9cc5af6340037-65x65.jpeg,Virginia Tech,United States,74,23036,409
615,25,Jan Mendling,https://s.research.com/images/3fcdf4dc02bef22024e1a84780207013c0f88d59-65x65.jpeg,Humboldt-Universität zu Berlin,Germany,74,18845,301
616,377,Anand Raghunathan,https://s.research.com/images/9c9a3d05c2a971f872e58035d835b3caeb391e70-65x65.jpeg,Purdue University West Lafayette,United States,74,18551,296
617,379,Dennis Doughty,https://s.research.com/images/90c7a44c787098a0055d107fe150ddd071fd95f4-65x65.jpeg,Lola Travel Company Inc,United States,74,19643,83
618,378,Carlos Guestrin,https://s.research.com/images/53f38a34844637a9d67ff9f514bb58b6223a1db2-65x65.jpeg,University of Washington,United States,74,51869,150
619,380,Diane J. Cook,https://s.research.com/images/2cd6c99b50ddbb9dc2778e638f8b428719e8214e-65x65.jpeg,Washington State University,United States,74,25005,369
620,51,Jie Tang,https://s.research.com/images/3f14f4cface7489418b20529922a4a7212578909-65x65.jpeg,Tsinghua University,China,74,19047,349
621,381,Honglak Lee,https://s.research.com/images/41706d7bfe4413b2c21d7baa7a47a7031fba753d-65x65.jpeg,University of Michigan–Ann Arbor,United States,74,40768,163
622,38,Timothy F. Cootes,https://s.research.com/images/dc6812d6d716c3d1304b9350d94bf43c2b4e9854-65x65.jpeg,University of Manchester,United Kingdom,74,45229,227
623,383,Devi Parikh,https://s.research.com/images/68424d75cb6fd8d0c3f7433a6f24912c128361a7-65x65.jpeg,Facebook (United States),United States,74,41972,199
624,382,Margaret Martonosi,https://s.research.com/images/9628bf0c86d97e2ac178ce1ba67e8260cd9e2b13-65x65.png,Princeton University,United States,74,29174,223
625,50,Hongyuan Zha,https://s.research.com/images/aa5f6fedaa5319aac2352f3016aed5ec36afdeea-65x65.png,Chinese University of Hong Kong,Shenzhen,74,21190,284
626,4,Maarten de Rijke,https://s.research.com/images/38c954f8158ba3b06cbc3564bdc7c3ad51127706-65x65.jpeg,University of Amsterdam,Netherlands,74,19706,544
627,385,Miodrag Potkonjak,https://s.research.com/images/067c393fb0f72fb104d93e0ec0cb352b33a05c8d-65x65.gif,University of California,Los Angeles,74,27344,401
628,384,Rada Mihalcea,https://research.com/images/placeholder-scholar.svg,University of Michigan–Ann Arbor,United States,74,26445,253
629,388,Jason Hong,https://s.research.com/images/a3e91cb419dc4cdc1e5acf0a8a0205c10ed90a14-65x65.jpeg,Carnegie Mellon University,United States,74,26938,217
630,387,Cynthia Dwork,https://s.research.com/images/bf71d7e0bf6ec28f63302b3f85e4362c49189938-65x65.jpeg,Harvard University,United States,74,54078,152
631,386,Henry Fuchs,https://s.research.com/images/00226d1de6de1a71f7659e8db4606ec8d11cb001-65x65.jpeg,University of North Carolina at Chapel Hill,United States,74,21383,245
632,39,Mark S. Nixon,https://s.research.com/images/5bfaf3098436721d843fb9ac0c1d2efa7b15a1b8-65x65.jpeg,University of Southampton,United Kingdom,74,19098,383
633,6,Diego Calvanese,https://s.research.com/images/67508fde704d8d2fdafef89f7081ae0779a2ec81-65x65.jpeg,Free University of Bozen-Bolzano,Italy,74,37713,360
634,6,Dieter Schmalstieg,https://s.research.com/images/b2e9cdd4fc348ed29faa9fcb82f4853ac40067ef-65x65.jpeg,Graz University of Technology,Austria,74,21403,430
635,19,Rachid Guerraoui,https://s.research.com/images/a33bace15114003a155fefe9b67acd0a3114eb40-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,74,25289,431
636,12,Weisi Lin,https://s.research.com/images/04579c21dc942415d7e0f6f049963531ca8bbc27-65x65.jpeg,Nanyang Technological University,Singapore,74,19269,468
637,391,Nick Feamster,https://s.research.com/images/1c9996a6375dbd59ff4a852566f90b331f77452b-65x65.jpeg,University of Chicago,United States,74,22720,253
638,392,Denys Poshyvanyk,https://s.research.com/images/8b9217e3bc6799f5b1e76594f6007d1c9bd160af-65x65.jpeg,William & Mary,United States,74,15011,192
639,390,Scott Mahlke,https://s.research.com/images/993bc53aa4ea6fc673c360787a23fd0d1a86d573-65x65.jpeg,University of Michigan–Ann Arbor,United States,74,17473,251
640,393,Ling Liu,https://s.research.com/images/4d44bfc2dccfbaab1074ddc65676bb745a3398d3-65x65.jpeg,Georgia Institute of Technology,United States,74,25702,486
641,11,David Lo,https://s.research.com/images/68e78a110da45a462bc750a0ba6b7a3c339c3677-65x65.jpeg,Singapore Management University,Singapore,74,17606,404
642,13,Jiashi Feng,https://s.research.com/images/a17e4fbdcff560acfd867ac892010214d16d6028-65x65.jpeg,National University of Singapore,Singapore,74,19539,299
643,389,Kwan-Liu Ma,https://s.research.com/images/1725aae8ddbd4c0e2d430fe3b9b0e26e1653a207-65x65.jpeg,University of California,Davis,74,17459,434
644,40,Rolf Apweiler,https://s.research.com/images/afcb8f39f21de7c7120992d99b42432a66e72701-65x65.jpeg,European Bioinformatics Institute,United Kingdom,73,60695,164
645,24,Aaron Fenster,https://s.research.com/images/b4b7e0466eaf1fbd8afda17d94f6bb21f89c5dbd-65x65.png,University of Western Ontario,Canada,73,16545,389
646,394,Jim Gray,https://s.research.com/images/0bfa7549b9e272997b0a259cee0a2b8fe8b23d1c-65x65.jpeg,Microsoft (United States),United States,73,45761,184
647,4,Johan A. K. Suykens,https://s.research.com/images/a3499e7dc332bf495802559e140298f361d66ffc-65x65.jpeg,KU Leuven,Belgium,73,37879,408
648,52,Yong Deng,https://s.research.com/images/d8323fdac704608d319a6c671aa2f848ca4f2a3a-65x65.png,Southwest University,China,73,15358,358
649,11,Shlomo Shamai,https://s.research.com/images/0d5ff40804db384cadd03f837f0c3d6cf1ea81da-65x65.png,Technion – Israel Institute of Technology,Israel,73,27715,412
650,7,Michele Zorzi,https://s.research.com/images/e5c708f7d26e0b935c7cfcb8c7d94f18d465ba67-65x65.jpeg,University of Padua,Italy,73,30209,585
651,9,Hugh Durrant-Whyte,https://s.research.com/images/76fb5000ec7818e432bab72c8d6eae48c5956388-65x65.jpeg,University of Sydney,Australia,73,36527,235
652,397,Keshab K. Parhi,https://s.research.com/images/afb16e8a22a521c3b107160f271ccb03731628b9-65x65.jpeg,University of Minnesota,United States,73,19779,498
653,396,Trevor Mudge,https://s.research.com/images/a9e7c204d336bcef459adb853cf25196939ecc31-65x65.jpeg,University of Michigan–Ann Arbor,United States,73,27690,334
654,398,Padhraic Smyth,https://s.research.com/images/faff5c6f5f09fee8bfebffb11787f026a4e182e2-65x65.jpeg,University of California,Irvine,73,54278,232
655,399,Jeffrey A. Fessler,https://s.research.com/images/cd5958431756f31f436347e56bd01c36777dae87-65x65.jpeg,University of Michigan–Ann Arbor,United States,73,23475,445
656,395,Kurt Keutzer,https://s.research.com/images/07f0497bec897fbdb4604f99bb6d253223b632c2-65x65.jpeg,University of California,Berkeley,73,19828,267
657,401,Pattie Maes,https://s.research.com/images/0ef1c256b36f7acc082c54a2e45c6893f70e93dc-65x65.jpeg,MIT,United States,73,40323,278
658,402,Joseph A. Konstan,https://s.research.com/images/2bfea460dbd6a701893a924dcb37e0489c4c8233-65x65.jpeg,University of Minnesota,United States,73,65080,175
659,3,Katsushi Ikeuchi,https://s.research.com/images/e6cc52a8f6d28364e9aec090ad889717a4152f56-65x65.jpeg,University of Tokyo,Japan,73,19485,443
660,400,William M. Wells,https://s.research.com/images/7ef066eccf1e3937def1bb121d3f9a6fc9c5918c-65x65.png,Brigham and Women's Hospital,United States,73,34165,279
661,41,Nigel Shadbolt,https://s.research.com/images/1eec6f31ba17896426325d3d6950089b4f193dd1-65x65.jpeg,University of Oxford,United Kingdom,73,23323,383
662,405,Stephen O. Lemay,https://research.com/images/placeholder-scholar.svg,Apple (United States),United States,73,25452,168
663,403,Geoffrey C. Fox,https://s.research.com/images/d971fd84037c3e88b31a895ab616cf4ac5e98ef5-65x65.jpeg,Indiana University,United States,73,25649,643
664,404,Gregory R. Ganger,https://s.research.com/images/aa06fc372f67e09eb0e386cd4197926dc4ab2571-65x65.png,Carnegie Mellon University,United States,73,17456,226
665,53,Liang Wang,https://s.research.com/images/4433adfbe898b2c965e2de6b761a626ecb37f73a-65x65.jpeg,Chinese Academy of Sciences,China,73,24852,327
666,2,Barry Smyth,https://s.research.com/images/f6ba368ea8768e04207d61794169ff19c5d5c4ad-65x65.jpeg,University College Dublin,Ireland,73,18490,397
667,407,Ness B. Shroff,https://s.research.com/images/adf100d1c815a0d6c0061787e99f3375b8950c07-65x65.jpeg,The Ohio State University,United States,73,21570,353
668,406,Jorey Ramer,https://s.research.com/images/4bdf369c8ac4fac51c5053c73a3a8d2bc0b15f83-65x65.png,Super Home Inc.,United States,73,19461,82
669,409,Bernard Chazelle,https://s.research.com/images/2225a9cee88cf0e899fb55e866f80ebc16c00579-65x65.jpeg,Princeton University,United States,73,22034,153
670,55,Chris Ding,https://s.research.com/images/abfcf17becd51ce92f8ce1820de9966e1fe07773-65x65.jpeg,Chinese University of Hong Kong,Shenzhen,73,35948,239
671,54,Hisao Ishibuchi,https://s.research.com/images/012e8c115d5990849b6d8bcf3b3f6b05071abcb4-65x65.jpeg,Southern University of Science and Technology,China,73,26330,536
672,408,Mehryar Mohri,https://s.research.com/images/eb68641b25cac0d7130ffe75e7f3107a2e6da2cc-65x65.jpeg,Google (United States),United States,73,24638,223
673,412,Alok Choudhary,https://s.research.com/images/3dcda373cc46a1ff88113cb8ffe640d0ddb64dfc-65x65.jpeg,Northwestern University,United States,73,22079,537
674,56,Lei Zhang,https://s.research.com/images/c06bb56b5e5607ead6687c3be3d69318c4d700ec-65x65.jpeg,International Digital Economy Academy,China,73,20132,280
675,410,Mahmut Kandemir,https://s.research.com/images/3fbc7ed5277284a572beb0ad880a110c7739fde7-65x65.jpeg,Pennsylvania State University,United States,73,21927,663
676,413,Norman P. Jouppi,https://s.research.com/images/02ddefde760e11b260b326a5719fbbfc484983a4-65x65.jpeg,Google (United States),United States,73,30215,161
677,411,Desney S. Tan,https://s.research.com/images/a656c419cde80f980123b2f78440c4ffdcccf574-65x65.jpeg,Microsoft (United States),United States,73,15530,171
678,42,Steve Benford,https://s.research.com/images/5fc32805d8a4287d6a1d8cc3e55d4ed9777e36af-65x65.jpeg,University of Nottingham,United Kingdom,73,19068,330
679,3,Eran Steinberg,https://research.com/images/placeholder-scholar.svg,National University of Ireland,Galway,73,13246,97
680,8,Giuseppe De Giacomo,https://s.research.com/images/be36ba7402fdefbbc57a499361d2cb5e9d9e48e3-65x65.jpeg,Sapienza University of Rome,Italy,73,19904,259
681,43,Alan Burns,https://s.research.com/images/cea86adf69b6829dc47e972dd6cc1898be97ed0d-65x65.jpeg,University of York,United Kingdom,73,26561,358
682,414,Regina Barzilay,https://s.research.com/images/27e526d2e723848affe1afb5de9f608f7dd2291c-65x65.jpeg,MIT,United States,73,21480,204
683,417,Martin Rinard,https://s.research.com/images/f1e15edaf64a0de82938715f6ae9513a994d1e27-65x65.jpeg,MIT,United States,73,19496,290
684,416,Kyunghyun Cho,https://s.research.com/images/8cf5b57b5bf2ab9af71aba11d1c9ae8cf17f6001-65x65.jpeg,New York University,United States,73,86587,208
685,20,Touradj Ebrahimi,https://s.research.com/images/101d51bc1e7669c15387680596d8495bd3bdc5e6-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,73,26246,477
686,26,Stefan Decker,https://s.research.com/images/83349d4a04afcada73d43c1a29fdc4f9a830494b-65x65.jpeg,RWTH Aachen University,Germany,73,24590,291
687,9,Fabio Roli,https://s.research.com/images/b863cba2fbeb8c2b15c4a47302eff9e7c8968373-65x65.jpeg,University of Genoa,Italy,73,19290,315
688,14,Steven C. H. Hoi,https://s.research.com/images/03a8e775f65e39041c9e6696e08e107ba7ffd4b5-65x65.jpeg,Singapore Management University,Singapore,73,17337,287
689,25,Raouf Boutaba,https://s.research.com/images/10bea5dc45db666d1b0108e0f9e1b42f7f380875-65x65.jpeg,University of Waterloo,Canada,73,29128,422
690,26,Ching Y. Suen,https://s.research.com/images/fbd88b8c9d1444e876e8a1fa4884814b808da32c-65x65.png,Concordia University,Canada,73,29878,436
691,3,Muhammad Khurram Khan,https://s.research.com/images/6d28e15392b3427bc806a7d462434a16888e45bb-65x65.jpeg,King Saud University,Saudi Arabia,73,15752,389
692,418,Scott E. Hudson,https://s.research.com/images/829efff423d5a6f766e59e3f5b487df991cc8ea6-65x65.jpeg,Carnegie Mellon University,United States,73,15668,208
693,415,Jingdong Wang,https://s.research.com/images/e055d63e97b611db151696b8adb06aa616762043-65x65.jpeg,Microsoft (United States),United States,73,26986,234
694,419,Somesh Jha,https://s.research.com/images/a0a1f45db462568cf828deac54e8b2a02ec57de3-65x65.jpeg,University of Wisconsin–Madison,United States,73,32339,244
695,420,Rahul Sukthankar,https://s.research.com/images/0d02c5b45d40181dec70621b0fc5408498670910-65x65.jpeg,Google (United States),United States,73,31444,206
696,421,Hiroshi Ishii,https://s.research.com/images/8c5728a40e280ab51f1142b5d911a2bd3d0a70b0-65x65.jpeg,MIT,United States,72,29823,256
697,422,David Tse,https://s.research.com/images/599ae3a0df3abcfc7990616e4a03324b24375a69-65x65.png,Stanford University,United States,72,67081,220
698,423,Tommi S. Jaakkola,https://s.research.com/images/0d14e00f9adde761f474a84fc54efe74048a26d8-65x65.jpeg,MIT,United States,72,27760,188
699,21,Andreas Krause,https://s.research.com/images/ac4cd6543571aa015acfcc562bf61edf343a5c0e-65x65.jpeg,ETH Zurich,Switzerland,72,24149,220
700,424,Rajesh Gupta,https://s.research.com/images/1379d9fb70dbc43c34f6318f4cdff697952bfc0e-65x65.jpeg,University of California,San Diego,72,19047,318
701,425,Roberta L. Klatzky,https://s.research.com/images/64d73bc54c82314eae8ac5ca23e062bf89a64045-65x65.jpeg,Carnegie Mellon University,United States,72,19467,230
702,426,Henry Kautz,https://s.research.com/images/ad08853730bae255ed9381481160ed426fcca195-65x65.jpeg,University of Rochester,United States,72,30607,168
703,57,Yong Yu,https://s.research.com/images/172282d272a0391ce9aeba89cea3597907d1a3b0-65x65.jpeg,Shanghai Jiao Tong University,China,72,27788,341
704,58,Lei Chen,https://s.research.com/images/9d7c869f59f88b55d092c2f47e707c59bbbc75f3-65x65.jpeg,Hong Kong University of Science and Technology,China,72,18086,466
705,427,Ewa Deelman,https://s.research.com/images/ee314aeb248315cf9193293f477ce8d1e43e5574-65x65.jpeg,University of Southern California,United States,72,24461,256
706,428,John Lafferty,https://s.research.com/images/7cb12412ac95428f431d21bd15e0fba57acdae57-65x65.jpeg,Yale University,United States,72,54872,131
707,430,Baruch Awerbuch,https://s.research.com/images/db8d222b170575aab84e1e39f7edbdb1799fa49a-65x65.gif,Johns Hopkins University,United States,72,17507,173
